domain,redirect,agency,status,title,description,keywords,robots,viewport,canonical,og_locale,og_site_name,og_type,og_title,og_description,og_url,og_image,og_image_width,og_image_height,og_image_alt,twitter_site,twitter_card,twitter_title,twitter_description,twitter_image
cfcsanantonio.org,"undefined","Combined Federal Campaign",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
cfcsemi.org,"undefined","Combined Federal Campaign",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
cfcshr.org,"https://cfcshr.org/","Combined Federal Campaign",403,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
cfcsnj.org,"undefined","Combined Federal Campaign",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
cfctexasgulfcoast.org,"undefined","Combined Federal Campaign",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
cfcwesternmichigan.org,"undefined","Combined Federal Campaign",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
cfcofgreatersocal.org,"https://hbgauthority.com/","Combined Federal Campaign",200,true,true,false,true,true,true,true,true,true,true,true,true,false,false,false,false,false,true,false,false,false
cfcwesternmontana.org,"undefined","Combined Federal Campaign",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
cfcwnc.com,"undefined","Combined Federal Campaign",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
cga.edu,"http://cga.edu/","U.S. Coast Guard",409,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
cfcvp.org,"https://www.cfcvp.org/","Combined Federal Campaign",200,true,true,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
cgaux.org,"https://cgaux.org/","U.S. Coast Guard Auxiliary",200,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
cfcnexus.org,"undefined","Combined Federal Campaign",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
chattanoogacfc.org,"undefined","Combined Federal Campaign",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
chicagocfc.net,"undefined","Combined Federal Campaign",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
chemcatbio.org,"https://www.chemcatbio.org/home","Department of Energy",200,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
cge.concursolutions.com,"https://cge.concursolutions.com/","General Services Administration",200,true,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
cfcredrivervalley.org,"undefined","Combined Federal Campaign",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
cldcentral.usalearning.net,"undefined","Office of Personnel Management",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
chicagofed.org,"https://www.chicagofed.org/","Federal Reserve Board",200,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
clevelandfed.org,"https://www.clevelandfed.org/","Federal Reserve Board",200,true,true,false,false,true,true,false,false,false,true,true,true,true,false,false,false,false,false,false,false,false
coastalbendareacfc.org,"undefined","Combined Federal Campaign",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
coastalcarolinacfc.org,"undefined","Combined Federal Campaign",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
cfe-dmha.org,"undefined","Department of Defense",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
armedforcessports.com,"undefined","Department of Defense",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
cidi.org,"https://www.cidi.org/","U.S. Agency for International Development",200,true,false,false,true,true,true,true,true,true,true,false,true,false,false,false,false,false,true,false,false,false
columbusbenningcfc.org,"undefined","Combined Federal Campaign",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
commissaries.com,"undefined","Defense Commissary Agency",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
cowvcfc.org,"undefined","Combined Federal Campaign",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
ctandwmacfc.org,"undefined","Combined Federal Campaign",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
cvand29palmscfc.org,"undefined","Combined Federal Campaign",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
cooperhewitt.org,"https://www.cooperhewitt.org/","Smithsonian Institution",200,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true
cybercemetery.unt.edu,"https://digital.library.unt.edu/explore/collections/GDCC/","Quasigovernmental",200,true,true,false,false,true,false,false,true,true,true,true,true,true,true,true,false,false,true,false,false,false
cobank.com,"https://cobank.com/","Farm Credit Administration",200,true,true,false,false,true,true,false,false,true,true,true,true,true,false,false,false,false,false,false,false,false
cooperativepatentclassification.org,"https://www.cooperativepatentclassification.org/home","U.S. Patent and Trademark Office",200,true,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
defensetv.tv,"undefined","Department of Defense",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
dallasfed.org,"https://www.dallasfed.org/","Federal Reserve Board",200,true,false,true,false,true,false,false,false,true,true,true,true,true,false,false,false,true,true,true,true,true
deamuseum.org,"https://museum.dea.gov/","Drug Enforcement Agency",200,true,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
d11nuscgaux.info,"https://wow.uscgaux.info/content.php?unit=113","U.S. Coast Guard Auxiliary",200,true,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
cipm.info,"https://cipm.ncsu.edu/","National Science Foundation",200,true,false,false,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
dfwmetroplexcfc.org,"undefined","Combined Federal Campaign",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
clu-in.org,"undefined","Environmental Protection Agency",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
dodea.edu,"https://www.dodea.edu/","Department of Defense",200,true,true,true,false,true,true,false,true,true,true,true,true,true,true,true,false,true,false,true,true,false
dodccrp.org,"http://dodccrp.org/","Department of Defense",200,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
dodsbir.net,"https://www.dodsbir.net/","Department of Defense",200,true,false,false,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
e2.gov.cwtsatotravel.com,"undefined","General Services Administration",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
earthkam.ucsd.edu,"undefined","National Aeronautics and Space Administration",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
easternmasscfc.org,"undefined","Combined Federal Campaign",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
dvidshub.net,"https://www.dvidshub.net/","Department of Defense",200,true,true,false,false,true,false,false,true,true,false,false,false,true,false,false,false,true,false,false,false,false
dvbic.org,"http://dvbic.org/","Department of Defense",200,true,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
efts.scportal.us,"undefined","Department of Defense",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
earthsystemmodeling.org,"http://earthsystemmodeling.org/","National Aeronautics and Space Administration",200,true,true,false,false,true,true,true,true,true,true,true,true,true,false,false,false,false,false,false,false,false
dodstarbase.org,"https://dodstarbase.org/","Department of Defense",200,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true
elcivicsonline.org,"https://elcivicsonline.org/","Department of Education",200,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
enviroflash.info,"https://www.enviroflash.info/","Environmental Protection Agency",200,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
epancic.org,"undefined","Environmental Protection Agency",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
epa.maps.arcgis.com,"undefined","Environmental Protection Agency",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
epcfc.org,"undefined","Combined Federal Campaign",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
d13cgaux.com,"undefined","U.S. Coast Guard Auxiliary",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
escarosacfc.org,"undefined","Combined Federal Campaign",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
dhs-summit.us,"undefined","Department of Homeland Security",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
fbiacademy.edu,"undefined","Federal Bureau of Investigation",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
farmermac.com,"https://www.farmermac.com/","Federal Agricultural Mortgage Corporation",200,true,false,false,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
epaosc.org,"undefined","Environmental Protection Agency",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
ertsupport.org,"undefined","Environmental Protection Agency",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
ertvideo.org,"undefined","Environmental Protection Agency",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
farmcreditbank.com,"https://www.farmcreditbank.com/","Farm Credit Administration",200,true,true,true,false,true,true,false,false,true,true,true,true,true,false,false,false,true,true,true,true,false
fairhousingfirst.org,"undefined","Department of Housing and Urban Development",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
fanniemae.com,"https://www.fanniemae.com/","Federal National Mortgage Association",200,true,true,false,false,true,true,false,false,false,true,true,false,false,false,false,false,false,false,false,true,false
fhlb-of.com,"https://fhlb-of.com/ofweb_userWeb/pageBuilder/home","Interagency Collaboration",200,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
federalreserveeducation.org,"https://www.federalreserveeducation.org/","Federal Reserve Board",200,true,false,false,false,true,false,false,false,true,true,false,true,false,false,false,false,true,true,true,false,false
fhlb-pgh.com,"https://www.fhlb-pgh.com/","Interagency Collaboration",200,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
federallabs.org,"https://federallabs.org/","Interagency Collaboration",200,true,true,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
fhlb.com,"https://www.fhlb.com/","Interagency Collaboration",200,true,true,false,false,true,true,false,false,false,true,false,true,true,false,false,false,false,false,false,false,false
fhlbanks.com,"https://fhlbanks.com/","Interagency Collaboration",200,true,false,false,true,true,true,true,true,true,true,false,true,true,false,false,false,false,true,false,false,false
fhlbboston.com,"https://www.fhlbboston.com/fhlbank-boston","Interagency Collaboration",200,true,true,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
federalrelay.us,"https://www.federalrelay.us/","General Services Administration",200,true,false,false,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
fhlbc.com,"https://www.fhlbc.com/","Interagency Collaboration",200,true,false,false,false,true,true,false,true,true,true,false,true,false,false,false,false,false,false,false,false,false
fhlbcin.com,"https://www.fhlbcin.com/my.logout.php3?errorcode=19","Interagency Collaboration",200,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
fhlbsea.com,"http://fhlbsea.com/","Interagency Collaboration",200,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
fhlbdm.com,"https://fhlbdm.com/","Interagency Collaboration",200,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
fhlbny.com,"https://www.fhlbny.com/","Interagency Collaboration",200,true,false,false,true,true,true,true,true,true,true,true,true,true,true,true,false,false,true,false,false,false
fhlbatl.com,"https://corp.fhlbatl.com/","Interagency Collaboration",200,true,true,false,false,true,false,false,true,true,true,false,true,false,false,false,false,false,false,true,false,false
firelab.org,"https://firelab.org/","U.S. Forest Service",200,true,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
fcc.us,"undefined","Federal Communications Commission",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
fmjfee.com,"https://fmjfee.com/","U.S. Citizenship and Immigration Service",200,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
fhlbtopeka.com,"https://www.fhlbtopeka.com/","Interagency Collaboration",200,true,true,false,false,true,true,false,false,true,true,true,true,false,false,false,false,false,false,false,false,false
fhlbi.com,"https://www.fhlbi.com/","Interagency Collaboration",200,true,true,false,false,true,true,false,false,false,false,false,true,true,false,false,false,false,true,false,false,false
findtbresources.org,"https://findtbresources.org/","Centers for Disease Control and Prevention",200,true,true,true,false,true,true,false,true,true,true,true,true,true,true,true,false,false,true,true,true,false
forestryimages.org,"https://www.forestryimages.org/index.cfm","U.S. Forest Service",200,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
freefilefillableforms.com,"https://www.irs.gov/e-file-providers/free-file-fillable-forms","Internal Revenue Service",200,true,true,true,true,true,true,false,false,false,false,false,false,true,false,false,true,false,true,true,true,true
freddiemac.com,"https://www.freddiemac.com/","Federal Home Loan Mortgage Corporation",200,true,true,false,false,true,true,true,false,true,true,true,true,true,false,false,false,true,true,true,true,false
frbsf.org,"https://www.frbsf.org/","Federal Reserve Board",200,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true
ftcampbellareacfc.org,"undefined","Combined Federal Campaign",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
glnpo.net,"undefined","Environmental Protection Agency",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
gatewaycfc.org,"http://gatewaycfc.org/","Combined Federal Campaign",200,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
fhlbsf.com,"https://fhlbsf.com/home-page","Interagency Collaboration",200,true,false,false,false,true,true,false,true,true,true,false,true,true,false,false,true,false,false,false,false,false
fsafeds.com,"https://fsafeds.com/","Office of Personnel Management",403,true,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
goang.com,"https://www.airforce.com/ways-to-serve/air-national-guard","Department of the Air Force",200,true,true,false,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
getsmartaboutdrugs.com,"https://www.getsmartaboutdrugs.gov/","Drug Enforcement Agency",200,true,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
genomereference.org,"https://www.ncbi.nlm.nih.gov/grc","Department of Health and Human Services",200,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
gopcfc.org,"undefined","Combined Federal Campaign",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
gocivilairpatrol.com,"https://www.gocivilairpatrol.com/","U.S. Air Force Auxiliary",200,true,true,false,true,true,true,true,false,true,true,true,true,true,true,true,false,false,false,false,false,false
gocoastguard.com,"https://www.gocoastguard.com/","U.S. Coast Guard",200,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
goarmy.com,"https://www.goarmy.com/","Department of the Army",200,true,true,true,false,true,true,false,true,true,true,true,true,true,false,false,false,true,true,true,true,true
greaterhartfordcfc.org,"undefined","Combined Federal Campaign",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
greatermscfc.org,"undefined","Combined Federal Campaign",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
greaterwicfc.org,"undefined","Combined Federal Campaign",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
greencountrycfc.org,"undefined","Combined Federal Campaign",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
heartofalabamacfc.org,"undefined","Combined Federal Campaign",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
heartofthemidlandscfc.org,"undefined","Combined Federal Campaign",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
homelandsecurity.conferenceon.tv,"undefined","Department of Homeland Security",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
godirect.org,"https://godirect.gov/gpw/","Federal Reserve Board",200,true,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
hubblesite.org,"https://hubblesite.org/","National Aeronautics and Space Administration",403,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
hudexchange.info,"https://www.hudexchange.info/","Department of Housing and Urban Development",404,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
hudhomestore.com,"https://www.hudhomestore.gov/","Department of Housing and Urban Development",200,true,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
heartlandcfc.org,"https://heartlandcfc.org/","Combined Federal Campaign",200,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
hudhre.info,"https://hookerdunham.org/","Department of Housing and Urban Development",403,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
iipdigital.ait.org.tw,"undefined","Department of State",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
huduser.org,"https://www.huduser.gov/","Department of Housing and Urban Development",200,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
illowacfc.org,"undefined","Combined Federal Campaign",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
informationrx.org,"undefined","Health and Human Services",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
hsdl.org,"https://www.hsdl.org/c/","Department of Homeland Security",200,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,false,false,true
inwcfc.org,"undefined","Combined Federal Campaign",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
jamrs.org,"undefined","Department of Defense",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
insidevoa.com,"https://www.insidevoa.com/","U.S. Agency for Global Media",200,true,true,true,false,true,true,false,true,true,true,true,true,true,true,true,true,true,true,false,false,false
hudnsphelp.info,"http://hudnsphelp.info/","Department of Housing and Urban Development",200,true,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
johnsoncity-mountainhomecfc.org,"undefined","Combined Federal Campaign",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
kansascfc.org,"undefined","Combined Federal Campaign",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
jlab.org,"https://www.jlab.org/","Department of Energy",200,true,true,false,false,true,true,false,false,false,true,true,true,true,false,false,false,false,false,false,false,false
ktcfc.org,"undefined","Combined Federal Campaign",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
knowyouroptions.com,"https://www.fanniemae.com/","Federal National Mortgage Association",200,true,true,false,false,true,true,false,false,false,true,true,false,false,false,false,false,false,false,false,true,false
intermountaincfc.org,"http://intermountaincfc.org/","Combined Federal Campaign",200,true,true,false,true,true,true,true,true,true,true,true,true,false,false,false,false,false,true,false,false,false
kcp.com,"https://kcnsc.doe.gov/","Department of Energy",200,true,false,false,false,true,false,false,false,true,true,false,true,true,false,false,false,false,true,true,false,true
lifeasamarine.com,"undefined","U.S. Marine Corps",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
leopold.wilderness.net,"https://leopold.wilderness.net/","U.S. Forest Service",200,true,true,true,false,true,true,false,false,false,true,true,true,true,false,false,false,false,true,true,true,true
manufacturingusa.com,"https://www.manufacturingusa.com/","National Institute of Standards and Technology",200,true,true,false,false,true,true,false,true,false,true,true,true,true,false,false,false,true,true,true,true,true
maricopacfc.org,"https://www.maricopacfc.org/","Combined Federal Campaign",200,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
marinemarathon.com,"https://www.marinemarathon.com/","U.S. Marine Corps",200,true,false,false,true,true,true,true,true,true,true,true,true,true,false,false,false,false,true,false,false,false
marineforlife.org,"https://www.usmc-mccs.org/marine-family-support/transition-readiness/marine-for-life-network","U.S. Marine Corps",200,true,true,false,false,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false
literacydirectory.org,"undefined","Department of Education",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
marines.com,"https://www.marines.com/","U.S. Marine Corps",200,true,true,false,false,true,true,false,true,true,true,true,true,true,false,false,false,false,false,false,false,false
makersinspaces.org,"undefined","Department of State",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
mcmregistration.com,"https://mcmregistration.com/","U.S. Marine Corps",200,true,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
metrodenvercfc.org,"undefined","Combined Federal Campaign",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
livingmemorialsproject.net,"http://livingmemorialsproject.net/","U.S. Forest Service",200,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
michcfc.org,"undefined","Combined Federal Campaign",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
martinoticias.com,"https://www.martinoticias.com/","U.S. Agency for Global Media",200,true,true,true,false,true,true,false,true,true,true,true,true,true,false,false,false,true,true,false,false,false
igs.org,"https://igs.org/","National Aeronautics and Space Administration",200,true,false,false,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
mdacareers.com,"http://ww16.mdacareers.com/?sub1=20240319-0324-04a9-9173-ccc94852c2af","Missile Defense Agency",200,true,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
midlandsareacfc.org,"undefined","Combined Federal Campaign",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
frbatlanta.org,"undefined","Federal Reserve Board",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
micanaldepanama.com,"https://pancanal.com/","Autoridad del Canal de Panama/Panama Canal Authority",200,true,false,false,true,true,true,true,true,true,true,false,true,false,false,false,false,false,true,false,false,false
moneyfactory.com,"https://www.moneyfactory.com/","Bureau of Engraving and Printing",200,true,true,false,true,true,true,true,true,true,true,true,true,false,false,false,false,false,true,true,true,false
minneapolisfed.org,"https://www.minneapolisfed.org/","Federal Reserve Board",200,true,true,false,false,true,false,false,false,true,true,false,true,true,false,false,false,false,false,false,true,false
myfuture.com,"https://myfuture.com/","Department of Defense",200,true,true,true,false,true,true,false,false,true,true,true,true,true,true,true,false,true,true,true,true,true
marshallcenter.org,"undefined","George C. Marshall European Center for Security Studies",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
mynextmove.org,"https://www.mynextmove.org/","Employment and Training Administration",200,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,true,true,true,true
mymcx.com,"https://www.mymcx.com/","U.S. Marine Corps",200,true,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
myskillsmyfuture.org,"https://www.myskillsmyfuture.org/","Employment and Training Administration",200,true,true,true,false,true,true,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false
nationalatlas.com,"undefined","Department of Interior",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
nationalatlas.org,"undefined","Department of Interior",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
nagb.org,"https://www.nagb.gov/","National Assessment Governing Board",200,true,true,false,false,true,false,false,false,true,true,true,true,false,false,false,false,false,true,false,false,false
nasa-usa.de,"https://www.nasa.gov/","National Aeronautical and Space Administration",200,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true
ncwvcfc.org,"undefined","Combined Federal Campaign",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
nationalguard.com,"https://nationalguard.com/","U.S. National Guard",200,true,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
miamivalleycfc.org,"http://www.miamivalleycfc.org/","Combined Federal Campaign",200,true,true,false,true,true,true,true,true,true,true,true,true,false,false,false,false,false,true,false,false,false
navyreserve.com,"https://www.navy.com/joining/ways-to-join/reserve","Department of the Navy",200,true,false,false,false,true,true,false,false,false,false,false,false,true,false,false,false,false,false,false,false,true
navy.com,"https://www.navy.com/","Department of the Navy",200,true,true,false,false,true,true,false,false,false,true,true,false,false,false,false,false,false,false,false,true,false
neabigread.org,"http://neabigread.org/","National Endowment for the Arts",200,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
nefl-sega-cfc.org,"https://nefl-sega-cfc.org/","Combined Federal Campaign",404,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
ndu.edu,"https://www.ndu.edu/","National Defense University",200,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
necfuture.com,"https://formspal.com/necfuture/","Federal Railroad Administration",200,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,false,true,false
nepacfc.org,"undefined","Combined Federal Campaign",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
nevadacfc.org,"undefined","Combined Federal Campaign",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
newhire-reporting.com,"https://newhire-reporting.com/nhlanding.htm","Administration for Children and Families",200,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
newmexicocfc.org,"undefined","Combined Federal Campaign",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
norcalcfc.org,"undefined","Combined Federal Campaign",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
northcoastcfc.org,"undefined","Combined Federal Campaign",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
noradsanta.org,"https://www.noradsanta.org/en","North American Aerospace Defense Command",200,true,true,true,false,true,false,false,false,false,true,true,false,true,false,false,false,false,false,false,false,false
northernlightscfc.org,"https://www.northernlightscfc.org/","Combined Federal Campaign",200,true,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
fd.org,"https://fd.org/","U.S. Courts",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
newyorkfed.org,"https://www.newyorkfed.org/","Federal Reserve Board",200,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
northernnewenglandcfc.org,"undefined","Combined Federal Campaign",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
nutmegcfc.org,"undefined","Combined Federal Campaign",500,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
