domain,agency,status,redirect,valid,sitemap,allowed
cowvcfc.org,"Combined Federal Campaign",500,"null",false,"null",false
ctandwmacfc.org,"Combined Federal Campaign",500,"null",false,"null",false
cvand29palmscfc.org,"Combined Federal Campaign",500,"null",false,"null",false
cybercemetery.unt.edu,"Quasigovernmental",404,"https://cybercemetery.unt.edu/robots.txt/",false,"null",false
d11nuscgaux.info,"U.S. Coast Guard Auxiliary",404,"http://d11nuscgaux.info/robots.txt",false,"null",false
d13cgaux.com,"U.S. Coast Guard Auxiliary",500,"null",false,"null",false
dallasfed.org,"Federal Reserve Board",200,"https://www.dallasfed.org/robots.txt",true,"null",true
deamuseum.org,"Drug Enforcement Agency (DEA)",200,"https://museum.dea.gov/",false,"null",false
defensetv.tv,"Department of Defense (DOD)",500,"null",false,"null",false
dfwmetroplexcfc.org,"Combined Federal Campaign",500,"null",false,"null",false
dhs-summit.us,"Department of Homeland Security (DHS)",500,"null",false,"null",false
digitalvaults.org,"National Archives and Records Administration (NARA)",200,"http://digitalvaults.org/robots.txt",true,"https://digitalvaults.org/sitemap.xml",true
docsteach.org,"National Archives and Records Administration (NARA)",403,"https://docsteach.org/robots.txt",false,"null",false
dodccrp.org,"Department of Defense (DOD)",200,"http://dodccrp.org/robots.txt",true,"http://www.dodccrp.org/html4/sitemap.html",true
dodea.edu,"Department of Defense (DOD)",200,"https://www.dodea.edu/robots.txt",true,"null",true
dodsbir.net,"Department of Defense (DOD)",500,"null",false,"null",false
dodstarbase.org,"Department of Defense (DOD)",200,"https://dodstarbase.org/robots.txt",true,"https://dodstarbase.org/sitemap.xml",true
dvbic.org,"Department of Defense (DOD)",200,"http://dvbic.org/robots.txt",true,"null",false
dvidshub.net,"Department of Defense (DOD)",200,"https://www.dvidshub.net/robots.txt",true,"null",true
e2.gov.cwtsatotravel.com,"General Services Administration (GSA)",404,"https://e2.gov.cwtsatotravel.com/robots.txt",false,"null",false
earthkam.ucsd.edu,"National Aeronautics and Space Administration (NASA)",500,"null",false,"null",false
earthsystemmodeling.org,"National Aeronautics and Space Administration (NASA)",200,"http://earthsystemmodeling.org/robots.txt",true,"https://www.earthsystemmodeling.org/sitemap.xml",true
easternmasscfc.org,"Combined Federal Campaign",500,"null",false,"null",false
efts.scportal.us,"Department of Defense",500,"null",false,"null",false
elcivicsonline.org,"Department of Education (ED)",200,"https://elcivicsonline.org/robots.txt",true,"null",true
enviroflash.info,"Environmental Protection Agency (EPA)",404,"https://www.enviroflash.info/robots.txt",false,"null",false
epa.maps.arcgis.com,"Environmental Protection Agency (EPA)",200,"https://epa.maps.arcgis.com/robots.txt",true,"http://static.arcgis.com/sitemap.xml",true
epancic.org,"Environmental Protection Agency (EPA)",500,"null",false,"null",false
epaosc.org,"Environmental Protection Agency (EPA)",500,"null",false,"null",false
epcfc.org,"Combined Federal Campaign",500,"null",false,"null",false
ertsupport.org,"Environmental Protection Agency (EPA)",500,"null",false,"null",false
ertvideo.org,"Environmental Protection Agency (EPA)",500,"null",false,"null",false
escarosacfc.org,"Combined Federal Campaign",500,"null",false,"null",false
fairhousingfirst.org,"Department of Housing and Urban Development (HUD)",404,"https://www.hud.gov/program_offices/fair_housing_equal_opp/accessibility_first_homerobots.txt",false,"null",false
fanniemae.com,"Federal National Mortgage Association",200,"https://www.fanniemae.com/robots.txt",true,"https://singlefamily.fanniemae.com/sitemap.xml",true
farmcreditbank.com,"Farm Credit Administration",200,"https://www.farmcreditbank.com/",false,"null",false
farmermac.com,"Federal Agricultural Mortgage Corporation",200,"https://www.farmermac.com/robots.txt",true,"https://www.farmermac.com/wp-sitemap.xml",true
fbiacademy.edu,"Federal Bureau of Investigation (FBI)",500,"null",false,"null",false
fcc.us,"Federal Communications Commission (FCC)",500,"null",false,"null",false
fd.org,"U.S. Courts",200,"https://fd.org/robots.txt",true,"null",true
fdrlibrary.marist.edu,"National Archives and Records Administration (NARA)",200,"https://www.fdrlibrary.org/",false,"null",false
federallabs.org,"Interagency Collaboration",200,"https://federallabs.org/robots.txt",true,"null",false
federalrelay.us,"General Services Administration",200,"http://www.federalrelay.us/robots.txt",true,"https://www.federalrelay.us/wp-sitemap.xml",true
federalreserveeducation.org,"Federal Reserve Board",500,"null",false,"null",false
fhlb-of.com,"Interagency Collaboration",200,"https://fhlb-of.com/robots.txt",false,"null",false
fhlb-pgh.com,"Interagency Collaboration",200,"https://www.fhlb-pgh.com/robots.txt",true,"https://www.fhlb-pgh.com/sitemap.xml",true
fhlb.com,"Interagency Collaboration",200,"https://www.fhlb.com/robots.txt",true,"null",true
fhlbanks.com,"Interagency Collaboration",200,"https://fhlbanks.com/robots.txt",true,"https://fhlbanks.com/sitemap_index.xml",true
fhlbatl.com,"Interagency Collaboration",500,"null",false,"null",false
fhlbboston.com,"Interagency Collaboration",500,"null",false,"null",false
fhlbc.com,"Interagency Collaboration",200,"https://www.fhlbc.com/robots.txt",true,"https://www.fhlbc.com/sitemap-index.xml",true
fhlbcin.com,"Interagency Collaboration",500,"null",false,"null",false
fhlbdm.com,"Interagency Collaboration",200,"https://fhlbdm.com/robots.txt",false,"null",false
fhlbi.com,"Interagency Collaboration",200,"https://www.fhlbi.com/robots.txt",true,"https://www.fhlbi.com/sitemap.xml",true
fhlbny.com,"Interagency Collaboration",404,"http://fhlbny.com/robots.txt",false,"null",false
fhlbsea.com,"Interagency Collaboration",200,"http://fhlbsea.com/robots.txt",true,"null",false
fhlbsf.com,"Interagency Collaboration",200,"https://fhlbsf.com/robots.txt",true,"null",true
fhlbtopeka.com,"Interagency Collaboration",200,"https://www.fhlbtopeka.com/robots.txt",true,"https://www.fhlbtopeka.com/sitemap.xml",true
findtbresources.org,"Centers for Disease Control and Prevention (CDC)",200,"https://findtbresources.org/robots.txt",false,"null",false
firelab.org,"U.S. Forest Service (USFS)",200,"https://firelab.org/robots.txt",true,"null",true
fmjfee.com,"U.S. Citizenship and Immigration Service (USCIS)",404,"https://fmjfee.com/robots.txt",false,"null",false
forestryimages.org,"U.S. Forest Service (USFS)",200,"https://www.forestryimages.org/robots.txt",true,"null",true
frbatlanta.org,"Federal Reserve Board",404,"https://www.atlantafed.org/robots.txt",false,"null",false
frbsf.org,"Federal Reserve Board",200,"https://www.frbsf.org/",false,"null",false
freddiemac.com,"Federal Home Loan Mortgage Corporation",200,"https://www.freddiemac.com/robots.txt",true,"null",true
freefilefillableforms.com,"Internal Revenue Service",200,"https://www.irs.gov/e-file-providers/free-file-fillable-forms",false,"null",false
fsafeds.com,"Office of Personnel Management (OPM)",403,"https://fsafeds.com/robots.txt",false,"null",false
ftcampbellareacfc.org,"Combined Federal Campaign",500,"null",false,"null",false
gatewaycfc.org,"Combined Federal Campaign",404,"https://gatewaycfc.org/robots.txt",false,"null",false
genomereference.org,"Department of Health and Human Services (HHS)",200,"https://www.ncbi.nlm.nih.gov/grc",false,"null",false
georgewbushlibrary.smu.edu,"National Archives and Records Administration (NARA)",200,"https://www.georgewbushlibrary.gov/robots.txt",true,"null",true
getsmartaboutdrugs.com,"Drug Enforcement Agency (DEA)",200,"https://www.getsmartaboutdrugs.gov/robots.txt",true,"null",true
glnpo.net,"Environmental Protection Agency (EPA)",500,"null",false,"null",false
goang.com,"Department of the Air Force",404,"https://www.airforce.com/goang/robots.txt",false,"null",false
goarmy.com,"Department of the Army",200,"https://goarmy.com/robots.txt",true,"https://goarmy.com/sitemap.xml",true
gocivilairpatrol.com,"U.S. Air Force Auxiliary",200,"https://www.gocivilairpatrol.com/robots.txt",true,"https://www.gocivilairpatrol.com/sitemap.xml",true
gocoastguard.com,"U.S. Coast Guard",200,"https://www.gocoastguard.com/robots.txt",true,"null",true
godirect.org,"Federal Reserve Board",200,"https://godirect.gov/maintenance/redirect.html",false,"null",false
gopcfc.org,"Combined Federal Campaign",500,"null",false,"null",false
greaterhartfordcfc.org,"Combined Federal Campaign",500,"null",false,"null",false
greatermscfc.org,"Combined Federal Campaign",500,"null",false,"null",false
greaterwicfc.org,"Combined Federal Campaign",500,"null",false,"null",false
greencountrycfc.org,"Combined Federal Campaign",500,"null",false,"null",false
heartlandcfc.org,"Combined Federal Campaign",500,"null",false,"null",false
heartofalabamacfc.org,"Combined Federal Campaign",500,"null",false,"null",false
heartofthemidlandscfc.org,"Combined Federal Campaign",500,"null",false,"null",false
homelandsecurity.conferenceon.tv,"Department of Homeland Security (DHS)",500,"null",false,"null",false
hsdl.org,"Department of Homeland Security (DHS)",200,"https://hsdl.org/robots.txt",true,"null",true
hubblesite.org,"National Aeronautics and Space Administration (NASA)",403,"https://hubblesite.org/robots.txt",false,"null",false
hudexchange.info,"Department of Housing and Urban Development (HUD)",404,"https://www.hudexchange.info/robots.txt",false,"null",false
hudhomestore.com,"Department of Housing and Urban Development (HUD)",500,"https://www.hudhomestore.gov/robots.txt",false,"null",false
hudhre.info,"Department of Housing and Urban Development (HUD)",200,"https://hudhre.info/robots.txt",true,"https://hudhre.info/wp-sitemap.xml",true
hudnsphelp.info,"Department of Housing and Urban Development (HUD)",404,"http://hudnsphelp.info/robots.txt",false,"null",false
huduser.org,"Department of Housing and Urban Development (HUD)",200,"https://www.huduser.gov/robots.txt",true,"null",true
igs.org,"National Aeronautics and Space Administration (NASA)",200,"https://igs.org/robots.txt",true,"https://igs.org/wp-sitemap.xml",true
iipdigital.ait.org.tw,"Department of State (DOS)",500,"null",false,"null",false
illowacfc.org,"Combined Federal Campaign",500,"null",false,"null",false
informationrx.org,"Health and Human Services (HHS)",500,"null",false,"null",false
insidevoa.com,"U.S. Agency for Global Media",200,"https://www.insidevoa.com/robots.txt",true,"https://www.insidevoa.com/sitemap.xml",true
intermountaincfc.org,"Combined Federal Campaign",200,"http://intermountaincfc.org/robots.txt",true,"http://intermountaincfc.org/sitemap_index.xml",true
inwcfc.org,"Combined Federal Campaign",500,"null",false,"null",false
jamrs.org,"Department of Defense (DOD)",200,"https://jamrs.defense.gov/robots.txt",true,"https://jamrs.org/DesktopModules/SiteData/SiteMap.ashx",true
jfklibrary.org,"National Archives and Records Administration (NARA)",200,"https://www.jfklibrary.org/robots.txt",true,"null",true
jlab.org,"Department of Energy (DOE)",200,"https://www.jlab.org/robots.txt",true,"null",true
johnsoncity-mountainhomecfc.org,"Combined Federal Campaign",500,"null",false,"null",false
kansascfc.org,"Combined Federal Campaign",500,"null",false,"null",false
kcp.com,"Department of Energy (DOE)",404,"https://kcnsc.doe.gov/robots.txt",false,"null",false
knowyouroptions.com,"Federal National Mortgage Association",200,"https://www.knowyouroptions.com/robots.txt",true,"https://singlefamily.fanniemae.com/sitemap.xml",true
ktcfc.org,"Combined Federal Campaign",500,"null",false,"null",false
lbjlibrary.org,"National Archives and Records Administration (NARA)",404,"https://lbjlibrary.org/robots.txt",false,"null",false
leopold.wilderness.net,"U.S. Forest Service (USFS)",404,"https://leopold.wilderness.net/robots.txt",false,"null",false
lifeasamarine.com,"U.S. Marine Corps (USMC)",500,"null",false,"null",false
literacydirectory.org,"Department of Education (ED)",404,"http://literacydirectory.org/robots.txt",false,"null",false
livingmemorialsproject.net,"U.S. Forest Service (USFS)",200,"https://livingmemorialsproject.net/robots.txt",true,"https://www.livingmemorialsproject.net/sitemap.xml",true
makersinspaces.org,"Department of State",500,"null",false,"null",false
manufacturingusa.com,"National Institute of Standards and Technology",200,"https://www.manufacturingusa.com/robots.txt",true,"null",true
maricopacfc.org,"Combined Federal Campaign",404,"http://maricopacfc.org/robots.txt",false,"null",false
marineforlife.org,"U.S. Marine Corps (USMC)",200,"https://www.usmc-mccs.org/marine-family-support/transition-readiness/marine-for-life-network",false,"null",false
marinemarathon.com,"U.S. Marine Corps (USMC)",200,"https://www.marinemarathon.com/robots.txt",true,"https://www.marinemarathon.com/sitemap_index.xml",true
marines.com,"U.S. Marine Corps (USMC)",200,"https://www.marines.com/robots.txt",true,"https://www.marines.com/sitemap.xml",true
marshallcenter.org,"George C. Marshall European Center for Security Studies",500,"null",false,"null",false
martinoticias.com,"U.S. Agency for Global Media",200,"https://www.martinoticias.com/robots.txt",true,"https://www.martinoticias.com/sitemap.xml",true
mcmregistration.com,"U.S. Marine Corps (USMC)",500,"null",false,"null",false
mdacareers.com,"Missile Defense Agency",500,"null",false,"null",false
metrodenvercfc.org,"Combined Federal Campaign",500,"null",false,"null",false
miamivalleycfc.org,"Combined Federal Campaign",200,"http://www.miamivalleycfc.org/robots.txt",true,"null",true
micanaldepanama.com,"Autoridad del Canal de Panama/Panama Canal Authority",200,"https://pancanal.com/robots.txt",true,"https://pancanal.com/sitemap_index.xml",true
michcfc.org,"Combined Federal Campaign",500,"null",false,"null",false
midlandsareacfc.org,"Combined Federal Campaign",500,"null",false,"null",false
minneapolisfed.org,"Federal Reserve Board",200,"https://www.minneapolisfed.org/robots.txt",true,"null",true
moneyfactory.com,"Bureau of Engraving and Printing",200,"https://www.moneyfactory.com/robots.txt",true,"https://www.moneyfactory.com/sitemap_index.xml",true
moon-cal.org,"U.S. Geological Survey (USGS)",500,"null",false,"null",false
myedaccount.com,"Department of Education (ED)",429,"http://myedaccount.com/robots.txt",false,"null",false
myfuture.com,"Department of Defense (DOD)",200,"https://myfuture.com/robots.txt",true,"https://myfuture.com/sitemap.xml",true
mymcx.com,"U.S. Marine Corps",200,"https://www.mymcx.com/",false,"null",false
mynextmove.org,"Employment and Training Administration",200,"https://www.mynextmove.org/robots.txt",true,"null",true
myskillsmyfuture.org,"Employment and Training Administration",200,"https://www.myskillsmyfuture.org/robots.txt",true,"null",true
nagb.org,"National Assessment Governing Board",200,"https://www.nagb.gov/robots.txt",true,"https://www.nagb.gov/sitemap.xml",true
nasa-usa.de,"National Aeronautical and Space Administration (NASA)",200,"https://www.nasa.gov/robots.txt",true,"null",true
nationalatlas.com,"Department of Interior (DOI)",301,"https://nationalmap.gov/robots.txt",false,"null",false
nationalatlas.org,"Department of Interior (DOI)",500,"null",false,"null",false
nationalguard.com,"U.S. National Guard",200,"https://nationalguard.com/robots.txt",true,"null",true
navy.com,"Department of the Navy",200,"https://www.navy.com/robots.txt",true,"https://www.navy.com/sitemap.xml",true
navyreserve.com,"Department of the Navy",200,"https://www.navy.com/joining/ways-to-join/reserve",false,"null",false
ncwvcfc.org,"Combined Federal Campaign",500,"null",false,"null",false
ndu.edu,"National Defense University (NDU)",500,"null",false,"null",false
neabigread.org,"National Endowment for the Arts (NEA)",200,"http://neabigread.org/robots.txt",false,"null",false
necfuture.com,"Federal Railroad Administration",404,"http://necfuture.com/robots.txt",false,"null",false
nefl-sega-cfc.org,"Combined Federal Campaign",500,"null",false,"null",false
nepacfc.org,"Combined Federal Campaign",500,"null",false,"null",false
nevadacfc.org,"Combined Federal Campaign",500,"null",false,"null",false
newhire-reporting.com,"Administration for Children and Families",404,"https://newhire-reporting.com/robots.txt",false,"null",false
newmexicocfc.org,"Combined Federal Campaign",500,"null",false,"null",false
newyorkfed.org,"Federal Reserve Board",200,"https://www.newyorkfed.org/robots.txt",true,"null",true
noradsanta.org,"North American Aerospace Defense Command (NORAD)",404,"https://www.noradsanta.org/robots.txt",false,"null",false
norcalcfc.org,"Combined Federal Campaign",500,"null",false,"null",false
northcoastcfc.org,"Combined Federal Campaign",500,"null",false,"null",false
northernlightscfc.org,"Combined Federal Campaign",200,"https://www.northernlightscfc.org/robots.txt",true,"null",true
northernnewenglandcfc.org,"Combined Federal Campaign",500,"null",false,"null",false
northwestfloridacfc.org,"Combined Federal Campaign",200,"http://northwestfloridacfc.org/robots.txt",false,"null",false
nps.edu,"Naval Postgraduate School",200,"https://nps.edu/robots.txt",true,"null",true
nsopw.org,"Department of Justice (DOJ)",200,"https://www.nsopw.gov/",false,"null",false
nutmegcfc.org,"Combined Federal Campaign",500,"null",false,"null",false
nyccfc.org,"Combined Federal Campaign",500,"null",false,"null",false
okaloosa-waltoncfc.org,"Combined Federal Campaign",500,"null",false,"null",false
onecpd.info,"Department of Housing and Urban Development",404,"https://www.hudexchange.info/robots.txt",false,"null",false
onetonline.org,"Employment and Training Administration",200,"https://www.onetonline.org/robots.txt",true,"null",true
onslowcountycfc.org,"Combined Federal Campaign",404,"https://www.lawyer4lawsuit.com/lawsuits/camp-lejeune-water-contamination-lawsuit/robots.txt",false,"null",false
opengovplatform.org,"General Services Administration (GSA)",200,"http://www.opengovplatform.org/robots.txt",true,"https://www.opengovplatform.org/sitemap_index.xml",true
orvcfc.org,"Combined Federal Campaign",500,"null",false,"null",false
oup.org,"Department of Housing and Urban Development",200,"http://oup.org/robots.txt",true,"null",true
ownyourlimits.org,"Department of Defense",200,"https://ownyourlimits.org/robots.txt",true,"https://ownyourlimits.org/sitemap_index.xml",true
pacificnwcfc.org,"Combined Federal Campaign",500,"null",false,"null",false
pancanal.com,"Autoridad del Canal de Panama/Panama Canal Authority",200,"http://pancanal.com/robots.txt",true,"https://pancanal.com/sitemap_index.xml",true
pantex.com,"Department of Energy (DOE)",200,"https://pantex.energy.gov/robots.txt",true,"null",true
pbgc.org,"Pension Benefit Guarantee Corporation (PBGC)",200,"https://www.pbgc.gov/robots.txt",true,"https://www.pbgc.gov/sitemap.xml",true
peakcfc.com,"Combined Federal Campaign",500,"null",false,"null",false
pepfar.net,"Department of State (DOS)",500,"null",false,"null",false
philadelphiafed.org,"Federal Reserve Board",200,"https://www.philadelphiafed.org/robots.txt",true,"https://www.philadelphiafed.org/sitemap.xml",true
phpartners.org,"Employment and Training Administration",500,"null",false,"null",false
potomaccfc.org,"Combined Federal Campaign",500,"null",false,"null",false
project-open-data.github.io,"General Services Administration (GSA)",200,"https://project-open-data.cio.gov/robots.txt",true,"null",true
psctool.us,"Department of Defense",500,"null",false,"null",false
psoppc.com,"Department of Health and Human Services (HHS)",500,"null",false,"null",false
psoppc.net,"Department of Health and Human Services (HHS)",500,"null",false,"null",false
psoppc.org,"Department of Health and Human Services (HHS)",404,"https://psoppc.org/robots.txt",false,"null",false
r3coastal.com,"Federal Emergency Management Agency (FEMA)",500,"null",false,"null",false
radiosawa.com,"U.S. Agency for Global Media",200,"https://www.radiosawa.com/robots.txt",true,"null",false
realwarriors.net,"Department of Defense",404,"http://realwarriors.net/robots.txt",false,"null",false
reirs.com,"Nuclear Regulatory Commission",404,"https://reirs.com/robots.txt",false,"null",false
rewardsforjustice.net,"Department of State (DOS)",200,"https://rewardsforjustice.net/robots.txt",true,"null",false
rfa.org,"U.S. Agency for Global Media",200,"https://www.rfa.org/english/robots.txt",true,"https://www.rfa.org/sitemap.xml.gz",true
rferl.org,"U.S. Agency for Global Media",200,"https://www.rferl.org/robots.txt",true,"https://www.rferl.org/sitemap.xml",true
riandsemacfc.org,"Combined Federal Campaign",500,"null",false,"null",false
richmondfed.org,"Federal Reserve Board",200,"https://www.richmondfed.org/robots.txt",true,"null",false
rockymountaincfc.org,"Combined Federal Campaign",500,"null",false,"null",false
sanangelocfc.org,"Combined Federal Campaign",500,"null",false,"null",false
scportal.us,"Department of Defense",500,"null",false,"null",false
senccfc.org,"Combined Federal Campaign",500,"null",false,"null",false
sepa-lehighcfc.org,"Combined Federal Campaign",500,"null",false,"null",false
sftool.ecomedes.com,"General Services Administration (GSA)",403,"http://sftool.ecomedes.com/robots.txt",false,"null",false
si.edu,"Smithsonian Institution",200,"https://www.si.edu/robots.txt",true,"null",true
smithsonian.com,"Smithsonian Institution",200,"https://smithsonian.com/robots.txt",false,"null",false
smithsonian.org,"Smithsonian Institution",200,"https://www.si.edu/",false,"null",false
smithsonianchannel.com,"Smithsonian Institution",200,"https://www.smithsonianchannel.com/robots.txt",true,"https://www.smithsonianchannel.com/xmlsitemap/season",true
smithsonianeducation.org,"Smithsonian Institution",404,"https://smithsonianeducation.org/robots.txt",false,"null",false
smithsonianjourneys.org,"Smithsonian Institution",200,"https://www.smithsonianjourneys.org/robots.txt",false,"null",false
smithsonianmag.com,"Smithsonian Institution",200,"https://www.smithsonianmag.com/robots.txt",false,"null",false
smithsonianscience.org,"Smithsonian Institution",429,"http://smithsonianscience.org/robots.txt",false,"null",false
smithsonianstore.com,"Smithsonian Institution",200,"https://www.smithsonianstore.com/robots.txt",true,"https://www.smithsonianstore.com/xmlsitemap.php",true
smokeybear.com,"U.S. Forest Service (USFS)",200,"https://smokeybear.com/robots.txt",true,"https://smokeybear.com/sitemap.xml",true
smokymountaincfc.org,"Combined Federal Campaign",500,"null",false,"null",false
socalcfc.org,"Combined Federal Campaign",500,"null",false,"null",false
southwestfloridacfc.org,"Combined Federal Campaign",500,"null",false,"null",false
spaceappschallenge.org,"National Aeronautics and Space Administration (NASA)",200,"https://www.spaceappschallenge.org/robots.txt",true,"https://spaceappschallenge.org/sitemap.xml",true
stripes.com,"Department of Defense",200,"https://www.stripes.com/robots.txt",true,"https://www.stripes.com/sitemap/sitemap-index.xml",true
suicidepreventionlifeline.org,"Substance Abuse and Mental Health Services Administration",200,"https://988lifeline.org/robots.txt",true,"null",true
suncoastcfc.org,"Combined Federal Campaign",500,"null",false,"null",false
t2health.org,"Department of Defense",500,"null",false,"null",false
thecommunityguide.org,"Department of Health and Human Services",200,"https://thecommunityguide.org/robots.txt",false,"null",false
theshoalscfc.org,"Combined Federal Campaign",500,"null",false,"null",false
tnregionalcfc.org,"Combined Federal Campaign",500,"null",false,"null",false
todaysdocument.tumblr.com,"National Archives and Records Administration (NARA)",200,"https://todaysdocument.tumblr.com/robots.txt",true,"https://todaysdocument.tumblr.com/sitemap.xml",true
todaysmilitary.com,"Department of Defense",200,"https://www.todaysmilitary.com/robots.txt",true,"https://www.todaysmilitary.com/sitemap.xml",true
trainex.org,"Environmental Protection Agency (EPA)",500,"null",false,"null",false
trumanlibrary.org,"National Archives and Records Administration (NARA)",200,"https://www.trumanlibrary.gov/robots.txt",true,"null",true
tva.com,"Tennessee Valley Authority",403,"https://www.tva.com/robots.txt",false,"null",false
tvaed.com,"Tennessee Valley Authority",403,"https://www.tva.com/Economic-Development",false,"null",false
tvars.com,"Tennessee Valley Authority",200,"https://tvars.com/robots.txt",true,"https://tvars.com/wp-sitemap.xml",true
us-mission.ch,"Department of State (DOS)",200,"https://geneva.usmission.gov/robots.txt",false,"null",false
usafa.edu,"Department of the Air Force",500,"null",false,"null",false
usarmyjrotc.com,"Department of the Army",500,"null",false,"null",false
usarmymars.org,"US Army Network Enterprise Technology Command",404,"http://usarmymars.org/robots.txt",false,"null",false
uscga.edu,"U.S. Coast Guard",200,"https://uscga.edu/robots.txt",true,"https://uscga.edu/sitemap_index.xml",true
uscgalaska.com,"U.S. Coast Guard",200,"http://uscgalaska.com/robots.txt",true,"null",true
uscgaux.info,"U.S. Coast Guard Auxiliary",500,"null",false,"null",false
uscgboating.org,"U.S. Coast Guard",404,"https://uscgboating.org/robots.txt",false,"null",false
uscgnews.com,"U.S. Coast Guard",200,"https://www.uscgnews.com/robots.txt",true,"https://www.uscgnews.com/sitemap_index.xml",true
usda.mannlib.cornell.edu,"Department of Agriculture (USDA)",200,"https://usda.library.cornell.edu/robots.txt",false,"null",false
usdirectexpress.com,"Bureau of Fiscal Service",200,"https://www.usdirectexpress.com/",false,"null",false
usembassy-china.org.cn,"Department of State (DOS)",500,"null",false,"null",false
usma.edu,"Department of the Army",500,"null",false,"null",false
usmc-mccs.org,"U.S. Marine Corps",200,"https://www.usmc-mccs.org/",false,"null",false
usmcu.edu,"Marine Corps University",500,"null",false,"null",false
usmma.edu,"United States Merchant Marine Academy",500,"null",false,"null",false
usna.edu,"United States Naval Academy",500,"null",false,"null",false
usps.com,"U.S. Postal Service",200,"https://www.usps.com/robots.txt",true,"null",true
ustraveldocs.com,"Department of State (DOS)",404,"https://ustraveldocs.com/robots.txt",false,"null",false
usu.edu/beetle,"U.S. Forest Service (USFS)",200,"https://www.usu.edu/beetle/robots.txt",true,"null",true
usuhs.edu,"Uniformed Services University of the Health Services",200,"https://usuhs.edu/robots.txt",true,"null",true
vasc.org/erc,"National Aeronautics and Space Administration",404,"http://vasc.org/erc/robots.txt",false,"null",false
veteranscrisisline.net,"Department of Veterans Affairs (VA)",200,"https://www.veteranscrisisline.net/robots.txt",true,"https://veteranscrisisline.net/xmlsitemap",true
veteranshealthlibrary.org,"",500,"null",false,"null",false
vetmedinfo.org,"Health and Human Services (HHS)",500,"null",false,"null",false
voanews.com,"U.S. Agency for Global Media",200,"https://www.voanews.com/robots.txt",true,"https://www.voanews.com/sitemap.xml",true
voatour.com,"U.S. Agency for Global Media",200,"https://www.insidevoa.com/p/8574.html",false,"null",false
war-on-pineapple.com,"Department of Homeland Security",500,"null",false,"null",false
waterqualitydata.us,"Department of Interior",200,"https://www.waterqualitydata.us/robots.txt",false,"null",false
westernmacfc.org,"Combined Federal Campaign",500,"null",false,"null",false
westernmarylandcfc.org,"Combined Federal Campaign",500,"null",false,"null",false
westpoint.edu,"Department of the Army",500,"null",false,"null",false
wibeaches.us,"Department of the Interior",404,"http://wibeaches.us/robots.txt",false,"null",false
ycq2.org,"Department of Defense",200,"https://ycq2.org/robots.txt",true,"https://ycq2.org/wp-sitemap.xml",true
yes-abroad.org,"Department of State",200,"http://yes-abroad.org/robots.txt",true,"null",true
yesprograms.org,"Department of State",200,"https://yesprograms.org/robots.txt",true,"null",true
abmceducation.org ,"American Battle Memorial Commission",500,"null",false,"null",false
csosa.biz,"Court Services and Offender Supervision Agency",404,"http://csosa.biz/robots.txt",false,"null",false
csosa.co,"Court Services and Offender Supervision Agency",404,"http://csosa.co/robots.txt",false,"null",false
csosa.com,"Court Services and Offender Supervision Agency",500,"null",false,"null",false
csosa.info,"Court Services and Offender Supervision Agency",404,"http://csosa.info/robots.txt",false,"null",false
csosa.me,"Court Services and Offender Supervision Agency",404,"http://csosa.me/robots.txt",false,"null",false
csosa.mobi,"Court Services and Offender Supervision Agency",404,"http://csosa.mobi/robots.txt",false,"null",false
csosa.net,"Court Services and Offender Supervision Agency",500,"null",false,"null",false
csosa.org,"Court Services and Offender Supervision Agency",404,"http://csosa.org/robots.txt",false,"null",false
csosadev.net,"Court Services and Offender Supervision Agency",500,"null",false,"null",false
dcsafesurrender.com,"Court Services and Offender Supervision Agency",404,"http://dcsafesurrender.com/robots.txt",false,"null",false
dcsafesurrender.net,"Court Services and Offender Supervision Agency",404,"http://dcsafesurrender.net/robots.txt",false,"null",false
dcsafesurrender.org,"Court Services and Offender Supervision Agency",404,"http://dcsafesurrender.org/robots.txt",false,"null",false
cultureready.org,"Department of Defense",426,"https://cultureready.org/robots.txt",false,"null",false
americanmadechallenges.org,"Department of Energy",404,"https://americanmadechallenges.org/robots.txt",false,"null",false
actagainstaids.org,"Department of Health and Human Services",500,"null",false,"null",false
ahrqadmin.org,"Department of Health and Human Services",500,"null",false,"null",false
ahrqdev.org,"Department of Health and Human Services",500,"null",false,"null",false
ahrqstg.org,"Department of Health and Human Services",500,"null",false,"null",false
brainattackcoalition.org,"Department of Health and Human Services",200,"https://www.ninds.nih.gov/health-information/patient-caregiver-education/brain-attack-coalition",false,"null",false
cahpsusernetwork.net,"Department of Health and Human Services",500,"null",false,"null",false
ccwdata.org,"Department of Health and Human Services",200,"https://maintenance.ccwdata.org/maintenance/maintenance.html",false,"null",false
cdcpartners.org,"Department of Health and Human Services",500,"null",false,"null",false
cfsrportal.org,"Department of Health and Human Services",500,"null",false,"null",false
chainonline.org,"Department of Health and Human Services",403,"https://racebiomed.org/",false,"null",false
charmm.org,"Department of Health and Human Services",500,"null",false,"null",false
charmmtutorial.org,"Department of Health and Human Services",404,"http://charmmtutorial.org/robots.txt",false,"null",false
citdbase.org,"Department of Health and Human Services",200,"https://www.citdbase.org/robots.txt",false,"null",false
coronaviruspreventionnetwork.org,"Department of Health and Human Services",404,"http://coronaviruspreventionnetwork.org/robots.txt",false,"null",false
